순위,기간,영화코드,영화명(국문),기간순위,기간시작,기간종료,개봉일,감독명(국문),감독명(영문) 
2,20170612~20170618,20166384,하루,20170612~201706182,20170612,20170618,2017-06-15,조선호,JO Seon-ho
3,20170612~20170618,20162343,악녀,20170612~201706183,20170612,20170618,2017-06-08,정병길,JUNG Byung-gil
4,20170612~20170618,20168261,원더 우먼,20170612~201706184,20170612,20170618,2017-05-31,팻티 젠킨스,Patty Jenkins
1,20170605~20170611,20166488,미이라,20170605~201706111,20170605,20170611,2017-06-06,알렉스 커츠먼,Alex Kurtzman
2,20170605~20170611,20168261,원더 우먼,20170605~201706112,20170605,20170611,2017-05-31,팻티 젠킨스,Patty Jenkins
3,20170605~20170611,20162343,악녀,20170605~201706113,20170605,20170611,2017-06-08,정병길,JUNG Byung-gil
4,20170605~20170611,20170982,캐리비안의 해적: 죽은 자는 말이 없다,20170605~201706114,20170605,20170611,2017-05-24,에스펜 샌버그,Espen Sandberg
1,20170529~20170604,20168261,원더 우먼,20170529~201706041,20170529,20170604,2017-05-31,팻티 젠킨스,Patty Jenkins
2,20170529~20170604,20170982,캐리비안의 해적: 죽은 자는 말이 없다,20170529~201706042,20170529,20170604,2017-05-24,에스펜 샌버그,Espen Sandberg
3,20170529~20170604,20169348,대립군,20170529~201706043,20170529,20170604,2017-05-31,정윤철,CHUNG Yoon-chul
4,20170529~20170604,20174602,노무현입니다,20170529~201706044,20170529,20170604,2017-05-25,이창재,LEE Chang-jae
1,20170522~20170528,20170982,캐리비안의 해적: 죽은 자는 말이 없다,20170522~201705281,20170522,20170528,2017-05-24,에스펜 샌버그,Espen Sandberg
2,20170522~20170528,20175262,겟 아웃,20170522~201705282,20170522,20170528,2017-05-17,조던 필,Jordan Peele
3,20170522~20170528,20174602,노무현입니다,20170522~201705283,20170522,20170528,2017-05-25,이창재,LEE Chang-jae
4,20170522~20170528,20164844,불한당: 나쁜 놈들의 세상,20170522~201705284,20170522,20170528,2017-05-17,변성현,BYUN Sung-hyun
1,20170515~20170521,20175262,겟 아웃,20170515~201705211,20170515,20170521,2017-05-17,조던 필,Jordan Peele
2,20170515~20170521,20164844,불한당: 나쁜 놈들의 세상,20170515~201705212,20170515,20170521,2017-05-17,변성현,BYUN Sung-hyun
3,20170515~20170521,20162722,보안관,20170515~201705213,20170515,20170521,2017-05-03,김형주,KIM Hyung-ju
4,20170515~20170521,20174061,보스 베이비,20170515~201705214,20170515,20170521,2017-05-03,톰 맥그라스,Tom McGrath
1,20170508~20170514,20179382,에이리언: 커버넌트,20170508~201705141,20170508,20170514,2017-05-09,리들리 스콧,Ridley Scott
2,20170508~20170514,20162722,보안관,20170508~201705142,20170508,20170514,2017-05-03,김형주,KIM Hyung-ju
3,20170508~20170514,20174061,보스 베이비,20170508~201705143,20170508,20170514,2017-05-03,톰 맥그라스,Tom McGrath
4,20170508~20170514,20163603,가디언즈 오브 갤럭시 VOL. 2,20170508~201705144,20170508,20170514,2017-05-03,제임스 건,James Gunn
1,20170501~20170507,20163603,가디언즈 오브 갤럭시 VOL. 2,20170501~201705071,20170501,20170507,2017-05-03,제임스 건,James Gunn
2,20170501~20170507,20162722,보안관,20170501~201705072,20170501,20170507,2017-05-03,김형주,KIM Hyung-ju
3,20170501~20170507,20174061,보스 베이비,20170501~201705073,20170501,20170507,2017-05-03,톰 맥그라스,Tom McGrath
4,20170501~20170507,20161726,임금님의 사건수첩,20170501~201705074,20170501,20170507,2017-04-26,문현성,MOON Hyun-sung
1,20170424~20170430,20162871,특별시민,20170424~201704301,20170424,20170430,2017-04-26,박인제,PARK In-jae
2,20170424~20170430,20161726,임금님의 사건수첩,20170424~201704302,20170424,20170430,2017-04-26,문현성,MOON Hyun-sung
3,20170424~20170430,20167542,분노의 질주: 더 익스트림,20170424~201704303,20170424,20170430,2017-04-12,F. 게리 그레이,F. Gary Gray
4,20170424~20170430,20161665,스머프: 비밀의 숲,20170424~201704304,20170424,20170430,2017-04-28,캘리 애스버리,Kelly Asbury
1,20170417~20170423,20167542,분노의 질주: 더 익스트림,20170417~201704231,20170417,20170423,2017-04-12,F. 게리 그레이,F. Gary Gray
2,20170417~20170423,20151227,아빠는 딸,20170417~201704232,20170417,20170423,2017-04-12,김형협,KIM Hyung-hyup
3,20170417~20170423,20164721,미녀와 야수,20170417~201704233,20170417,20170423,2017-03-16,빌 콘돈,Bill Condon
4,20170417~20170423,20162181,프리즌,20170417~201704234,20170417,20170423,2017-03-23,나현,NA Hyun
1,20170410~20170416,20167542,분노의 질주: 더 익스트림,20170410~201704161,20170410,20170416,2017-04-12,F. 게리 그레이,F. Gary Gray
2,20170410~20170416,20151227,아빠는 딸,20170410~201704162,20170410,20170416,2017-04-12,김형협,KIM Hyung-hyup
3,20170410~20170416,20164721,미녀와 야수,20170410~201704163,20170410,20170416,2017-03-16,빌 콘돈,Bill Condon
4,20170410~20170416,20162181,프리즌,20170410~201704164,20170410,20170416,2017-03-23,나현,NA Hyun
1,20170403~20170409,20164721,미녀와 야수,20170403~201704091,20170403,20170409,2017-03-16,빌 콘돈,Bill Condon
2,20170403~20170409,20162181,프리즌,20170403~201704092,20170403,20170409,2017-03-23,나현,NA Hyun
3,20170403~20170409,20171381,라이프,20170403~201704093,20170403,20170409,2017-04-05,다니엘 에스피노사,Daniel Espinosa
4,20170403~20170409,20163194,공각기동대 : 고스트 인 더 쉘,20170403~201704094,20170403,20170409,2017-03-29,루퍼트 샌더스,Rupert Sanders
1,20170327~20170402,20164721,미녀와 야수,20170327~201704021,20170327,20170402,2017-03-16,빌 콘돈,Bill Condon
2,20170327~20170402,20162181,프리즌,20170327~201704022,20170327,20170402,2017-03-23,나현,NA Hyun
3,20170327~20170402,20163194,공각기동대 : 고스트 인 더 쉘,20170327~201704023,20170327,20170402,2017-03-29,루퍼트 샌더스,Rupert Sanders
4,20170327~20170402,20151230,원라인,20170327~201704024,20170327,20170402,2017-03-29,양경모,YANG Kyung-mo
1,20170320~20170326,20164721,미녀와 야수,20170320~201703261,20170320,20170326,2017-03-16,빌 콘돈,Bill Condon
2,20170320~20170326,20162181,프리즌,20170320~201703262,20170320,20170326,2017-03-23,나현,NA Hyun
3,20170320~20170326,20167902,보통사람,20170320~201703263,20170320,20170326,2017-03-23,김봉한,KIM Bong-han
4,20170320~20170326,20167363,히든 피겨스,20170320~201703264,20170320,20170326,2017-03-23,데오도르 멜피,Theodore Melfi
1,20170313~20170319,20164721,미녀와 야수,20170313~201703191,20170313,20170319,2017-03-16,빌 콘돈,Bill Condon
2,20170313~20170319,20168183,콩: 스컬 아일랜드,20170313~201703192,20170313,20170319,2017-03-08,조던 복트-로버츠,Jordan VOGT-ROBERTS
3,20170313~20170319,20161827,로건,20170313~201703193,20170313,20170319,2017-03-01,제임스 맨골드,James Mangold
4,20170313~20170319,20167905,비정규직 특수요원,20170313~201703194,20170313,20170319,2017-03-16,김덕수,KIM Deok-su
1,20170306~20170312,20168183,콩: 스컬 아일랜드,20170306~201703121,20170306,20170312,2017-03-08,조던 복트-로버츠,Jordan VOGT-ROBERTS
2,20170306~20170312,20161827,로건,20170306~201703122,20170306,20170312,2017-03-01,제임스 맨골드,James Mangold
3,20170306~20170312,20150971,해빙,20170306~201703123,20170306,20170312,2017-03-01,이수연,LEE Soo-yeon
4,20170306~20170312,20170241,23 아이덴티티,20170306~201703124,20170306,20170312,2017-02-22,M. 나이트 샤말란,M. Night Shyamalan
1,20170227~20170305,20161827,로건,20170227~201703051,20170227,20170305,2017-03-01,제임스 맨골드,James Mangold
2,20170227~20170305,20150971,해빙,20170227~201703052,20170227,20170305,2017-03-01,이수연,LEE Soo-yeon
3,20170227~20170305,20170241,23 아이덴티티,20170227~201703053,20170227,20170305,2017-02-22,M. 나이트 샤말란,M. Night Shyamalan
4,20170227~20170305,20166421,재심,20170227~201703054,20170227,20170305,2017-02-15,김태윤,KIM Tae-yun
1,20170220~20170226,20170241,23 아이덴티티,20170220~201702261,20170220,20170226,2017-02-22,M. 나이트 샤말란,M. Night Shyamalan
2,20170220~20170226,20166421,재심,20170220~201702262,20170220,20170226,2017-02-15,김태윤,KIM Tae-yun
3,20170220~20170226,20150964,조작된 도시,20170220~201702263,20170220,20170226,2017-02-09,박광현,PARK Kwang-hyun
4,20170220~20170226,20161723,싱글라이더,20170220~201702264,20170220,20170226,2017-02-22,이주영,LEE Zoo-young
1,20170213~20170219,20166421,재심,20170213~201702191,20170213,20170219,2017-02-15,김태윤,KIM Tae-yun
2,20170213~20170219,20150964,조작된 도시,20170213~201702192,20170213,20170219,2017-02-09,박광현,PARK Kwang-hyun
3,20170213~20170219,20151228,공조,20170213~201702193,20170213,20170219,2017-01-18,김성훈,KIM Sung-hoon
4,20170213~20170219,20163580,그레이트 월,20170213~201702194,20170213,20170219,2017-02-15,장예모,Yimou Zhang
1,20170206~20170212,20150964,조작된 도시,20170206~201702121,20170206,20170212,2017-02-09,박광현,PARK Kwang-hyun
2,20170206~20170212,20151228,공조,20170206~201702122,20170206,20170212,2017-01-18,김성훈,KIM Sung-hoon
3,20170206~20170212,20167716,트리플 엑스 리턴즈,20170206~201702123,20170206,20170212,2017-02-08,D.J. 카루소,D.J. Caruso
4,20170206~20170212,20151229,더 킹,20170206~201702124,20170206,20170212,2017-01-18,한재림,HAN Jae-rim
1,20170130~20170205,20151228,공조,20170130~201702051,20170130,20170205,2017-01-18,김성훈,KIM Sung-hoon
2,20170130~20170205,20151229,더 킹,20170130~201702052,20170130,20170205,2017-01-18,한재림,HAN Jae-rim
3,20170130~20170205,20165443,모아나,20170130~201702053,20170130,20170205,2017-01-12,론 클레멘츠,Ron Clements
4,20170130~20170205,20179281,컨택트,20170130~201702054,20170130,20170205,2017-02-02,드니 빌뇌브,Denis Villeneuve
1,20170123~20170129,20151228,공조,20170123~201701291,20170123,20170129,2017-01-18,김성훈,KIM Sung-hoon
2,20170123~20170129,20151229,더 킹,20170123~201701292,20170123,20170129,2017-01-18,한재림,HAN Jae-rim
3,20170123~20170129,20165443,모아나,20170123~201701293,20170123,20170129,2017-01-12,론 클레멘츠,Ron Clements
4,20170123~20170129,20168688,레지던트 이블: 파멸의 날,20170123~201701294,20170123,20170129,2017-01-25,폴 W.S. 앤더슨,Paul W.S. Anderson
1,20170116~20170122,20151229,더 킹,20170116~201701221,20170116,20170122,2017-01-18,한재림,HAN Jae-rim
2,20170116~20170122,20151228,공조,20170116~201701222,20170116,20170122,2017-01-18,김성훈,KIM Sung-hoon
3,20170116~20170122,20165443,모아나,20170116~201701223,20170116,20170122,2017-01-12,론 클레멘츠,Ron Clements
4,20170116~20170122,20161872,너의 이름은.,20170116~201701224,20170116,20170122,2017-01-04,신카이 마코토,Makoto Shinkai
1,20170109~20170115,20161872,너의 이름은.,20170109~201701151,20170109,20170115,2017-01-04,신카이 마코토,Makoto Shinkai
2,20170109~20170115,20165443,모아나,20170109~201701152,20170109,20170115,2017-01-12,론 클레멘츠,Ron Clements
3,20170109~20170115,20161725,마스터,20170109~201701153,20170109,20170115,2016-12-21,조의석,CHO Ui-seok
4,20170109~20170115,20168381,얼라이드,20170109~201701154,20170109,20170115,2017-01-11,로버트 저메키스,Robert Zemeckis
1,20170102~20170108,20161872,너의 이름은.,20170102~201701081,20170102,20170108,2017-01-04,신카이 마코토,Makoto Shinkai
2,20170102~20170108,20161725,마스터,20170102~201701082,20170102,20170108,2016-12-21,조의석,CHO Ui-seok
3,20170102~20170108,20161084,패신저스,20170102~201701083,20170102,20170108,2017-01-04,모튼 틸덤,Morten Tyldum
4,20170102~20170108,20162025,씽,20170102~201701084,20170102,20170108,2016-12-21,가스 제닝스,Garth Jennings
1,20161226~20170101,20161725,마스터,20161226~201701011,20161226,20170101,2016-12-21,조의석,CHO Ui-seok
2,20161226~20170101,20163183,로그 원: 스타워즈 스토리,20161226~201701012,20161226,20170101,2016-12-28,가렛 에드워즈,Gareth Edwards
3,20161226~20170101,20162025,씽,20161226~201701013,20161226,20170101,2016-12-21,가스 제닝스,Garth Jennings
4,20161226~20170101,20167904,라라랜드,20161226~201701014,20161226,20170101,2016-12-07,데이미언 셔젤,Damien Chazelle
1,20161219~20161225,20161725,마스터,20161219~201612251,20161219,20161225,2016-12-21,조의석,CHO Ui-seok
2,20161219~20161225,20144641,판도라,20161219~201612252,20161219,20161225,2016-12-07,박정우,PARK Jung-woo
3,20161219~20161225,20167904,라라랜드,20161219~201612253,20161219,20161225,2016-12-07,데이미언 셔젤,Damien Chazelle
4,20161219~20161225,20162025,씽,20161219~201612254,20161219,20161225,2016-12-21,가스 제닝스,Garth Jennings
1,20161212~20161218,20144641,판도라,20161212~201612181,20161212,20161218,2016-12-07,박정우,PARK Jung-woo
2,20161212~20161218,20167904,라라랜드,20161212~201612182,20161212,20161218,2016-12-07,데이미언 셔젤,Damien Chazelle
3,20161212~20161218,20152371,"당신, 거기 있어줄래요",20161212~201612183,20161212,20161218,2016-12-14,홍지영,HONG Ji-young
4,20161212~20161218,20154661,형,20161212~201612184,20161212,20161218,2016-11-23,권수경,KWON Soo-kyung
1,20161205~20161211,20144641,판도라,20161205~201612111,20161205,20161211,2016-12-07,박정우,PARK Jung-woo
2,20161205~20161211,20167904,라라랜드,20161205~201612112,20161205,20161211,2016-12-07,데이미언 셔젤,Damien Chazelle
3,20161205~20161211,20154661,형,20161205~201612113,20161205,20161211,2016-11-23,권수경,KWON Soo-kyung
4,20161205~20161211,20153741,미씽: 사라진 여자,20161205~201612114,20161205,20161211,2016-11-30,이언희,E.oni
1,20161128~20161204,20154661,형,20161128~201612041,20161128,20161204,2016-11-23,권수경,KWON Soo-kyung
2,20161128~20161204,20162365,신비한 동물사전,20161128~201612042,20161128,20161204,2016-11-16,데이빗 예이츠,David Yates
3,20161128~20161204,20153741,미씽: 사라진 여자,20161128~201612043,20161128,20161204,2016-11-30,이언희,E.oni
4,20161128~20161204,20166363,잭 리처: 네버 고 백,20161128~201612044,20161128,20161204,2016-11-30,에드워드 즈윅,Edward Zwick
1,20161121~20161127,20162365,신비한 동물사전,20161121~201611271,20161121,20161127,2016-11-16,데이빗 예이츠,David Yates
2,20161121~20161127,20154661,형,20161121~201611272,20161121,20161127,2016-11-23,권수경,KWON Soo-kyung
3,20161121~20161127,20163181,닥터 스트레인지,20161121~201611273,20161121,20161127,2016-10-26,스콧 데릭슨,Scott Derrickson
4,20161121~20161127,20154905,가려진 시간,20161121~201611274,20161121,20161127,2016-11-16,엄태화,UM Tae-hwa
1,20161114~20161120,20162365,신비한 동물사전,20161114~201611201,20161114,20161120,2016-11-16,데이빗 예이츠,David Yates
2,20161114~20161120,20163181,닥터 스트레인지,20161114~201611202,20161114,20161120,2016-10-26,스콧 데릭슨,Scott Derrickson
3,20161114~20161120,20154905,가려진 시간,20161114~201611203,20161114,20161120,2016-11-16,엄태화,UM Tae-hwa
4,20161114~20161120,20163521,스플릿,20161114~201611204,20161114,20161120,2016-11-09,최국희,CHOI Kook-hee
1,20161107~20161113,20163181,닥터 스트레인지,20161107~201611131,20161107,20161113,2016-10-26,스콧 데릭슨,Scott Derrickson
2,20161107~20161113,20163521,스플릿,20161107~201611132,20161107,20161113,2016-11-09,최국희,CHOI Kook-hee
3,20161107~20161113,20153444,럭키,20161107~201611133,20161107,20161113,2016-10-13,이계벽,LEE Gae-byok
4,20161107~20161113,20161843,위자: 저주의 시작,20161107~201611134,20161107,20161113,2016-11-09,마이크 플래너건,Mike Flanagan
1,20161031~20161106,20163181,닥터 스트레인지,20161031~201611061,20161031,20161106,2016-10-26,스콧 데릭슨,Scott Derrickson
2,20161031~20161106,20153444,럭키,20161031~201611062,20161031,20161106,2016-10-13,이계벽,LEE Gae-byok
3,20161031~20161106,20150564,혼숨,20161031~201611063,20161031,20161106,2016-10-26,이두환,
4,20161031~20161106,20162545,"무현, 두 도시 이야기",20161031~201611064,20161031,20161106,2016-10-26,전인환,JEON In-hwan
1,20161024~20161030,20163181,닥터 스트레인지,20161024~201610301,20161024,20161030,2016-10-26,스콧 데릭슨,Scott Derrickson
2,20161024~20161030,20153444,럭키,20161024~201610302,20161024,20161030,2016-10-13,이계벽,LEE Gae-byok
3,20161024~20161030,20150564,혼숨,20161024~201610303,20161024,20161030,2016-10-26,이두환,
4,20161024~20161030,20156007,인페르노,20161024~201610304,20161024,20161030,2016-10-19,론 하워드,Ron Howard
1,20161017~20161023,20153444,럭키,20161017~201610231,20161017,20161023,2016-10-13,이계벽,LEE Gae-byok
2,20161017~20161023,20156007,인페르노,20161017~201610232,20161017,20161023,2016-10-19,론 하워드,Ron Howard
3,20161017~20161023,20164501,미스 페레그린과 이상한 아이들의 집,20161017~201610233,20161017,20161023,2016-09-28,팀 버튼,Tim Burton
4,20161017~20161023,20167481,맨 인 더 다크,20161017~201610234,20161017,20161023,2016-10-05,페드 알바레즈,Fede Alvarez
1,20161010~20161016,20153444,럭키,20161010~201610161,20161010,20161016,2016-10-13,이계벽,LEE Gae-byok
2,20161010~20161016,20164501,미스 페레그린과 이상한 아이들의 집,20161010~201610162,20161010,20161016,2016-09-28,팀 버튼,Tim Burton
3,20161010~20161016,20167481,맨 인 더 다크,20161010~201610163,20161010,20161016,2016-10-05,페드 알바레즈,Fede Alvarez
4,20161010~20161016,20168885,브리짓 존스의 베이비,20161010~201610164,20161010,20161016,2016-09-28,샤론 맥과이어,Sharon Maguire
1,20161003~20161009,20164501,미스 페레그린과 이상한 아이들의 집,20161003~201610091,20161003,20161009,2016-09-28,팀 버튼,Tim Burton
2,20161003~20161009,20153443,아수라,20161003~201610092,20161003,20161009,2016-09-28,김성수,KIM Sung-soo
3,20161003~20161009,20167481,맨 인 더 다크,20161003~201610093,20161003,20161009,2016-10-05,페드 알바레즈,Fede Alvarez
4,20161003~20161009,20168885,브리짓 존스의 베이비,20161003~201610094,20161003,20161009,2016-09-28,샤론 맥과이어,Sharon Maguire
1,20160926~20161002,20153443,아수라,20160926~201610021,20160926,20161002,2016-09-28,김성수,KIM Sung-soo
2,20160926~20161002,20164501,미스 페레그린과 이상한 아이들의 집,20160926~201610022,20160926,20161002,2016-09-28,팀 버튼,Tim Burton
3,20160926~20161002,20159646,밀정,20160926~201610023,20160926,20161002,2016-09-07,김지운,KIM Jee-woon
4,20160926~20161002,20168885,브리짓 존스의 베이비,20160926~201610024,20160926,20161002,2016-09-28,샤론 맥과이어,Sharon Maguire
1,20160919~20160925,20159646,밀정,20160919~201609251,20160919,20160925,2016-09-07,김지운,KIM Jee-woon
2,20160919~20160925,20167839,벤허,20160919~201609252,20160919,20160925,2016-09-14,티무르 베크맘베토브,Timur Bekmambetov
3,20160919~20160925,20163294,매그니피센트 7,20160919~201609253,20160919,20160925,2016-09-14,안톤 후쿠아,Antoine Fuqua
4,20160919~20160925,20169122,아이 엠 어 히어로,20160919~201609254,20160919,20160925,2016-09-21,사토 신스케,Shinsuke Sato
1,20160912~20160918,20159646,밀정,20160912~201609181,20160912,20160918,2016-09-07,김지운,KIM Jee-woon
2,20160912~20160918,20167839,벤허,20160912~201609182,20160912,20160918,2016-09-14,티무르 베크맘베토브,Timur Bekmambetov
3,20160912~20160918,20163294,매그니피센트 7,20160912~201609183,20160912,20160918,2016-09-14,안톤 후쿠아,Antoine Fuqua
4,20160912~20160918,20159648,"고산자, 대동여지도",20160912~201609184,20160912,20160918,2016-09-07,강우석,KANG Woo-suk
1,20160905~20160911,20159646,밀정,20160905~201609111,20160905,20160911,2016-09-07,김지운,KIM Jee-woon
2,20160905~20160911,20159648,"고산자, 대동여지도",20160905~201609112,20160905,20160911,2016-09-07,강우석,KANG Woo-suk
3,20160905~20160911,20162968,거울나라의 앨리스,20160905~201609113,20160905,20160911,2016-09-07,제임스 보빈,James Bobin
4,20160905~20160911,20154910,터널,20160905~201609114,20160905,20160911,2016-08-10,김성훈,KIM Seong-hun
1,20160829~20160904,20154910,터널,20160829~201609041,20160829,20160904,2016-08-10,김성훈,KIM Seong-hun
2,20160829~20160904,20163217,라이트 아웃,20160829~201609042,20160829,20160904,2016-08-24,데이비드 F. 샌드버그,David F. Sandberg
3,20160829~20160904,20167261,메카닉: 리크루트,20160829~201609043,20160829,20160904,2016-08-31,데니스 간젤,Dennis Gansel
4,20160829~20160904,20162404,고스트버스터즈,20160829~201609044,20160829,20160904,2016-08-25,폴 페이그,Paul Feig
1,20160822~20160828,20154910,터널,20160822~201608281,20160822,20160828,2016-08-10,김성훈,KIM Seong-hun
2,20160822~20160828,20163217,라이트 아웃,20160822~201608282,20160822,20160828,2016-08-24,데이비드 F. 샌드버그,David F. Sandberg
3,20160822~20160828,20150979,덕혜옹주,20160822~201608283,20160822,20160828,2016-08-03,허진호,HUR Jin-ho
4,20160822~20160828,20150567,스타트렉 비욘드,20160822~201608284,20160822,20160828,2016-08-17,저스틴 린,Justin Lin
1,20160815~20160821,20154910,터널,20160815~201608211,20160815,20160821,2016-08-10,김성훈,KIM Seong-hun
2,20160815~20160821,20150979,덕혜옹주,20160815~201608212,20160815,20160821,2016-08-03,허진호,HUR Jin-ho
3,20160815~20160821,20150567,스타트렉 비욘드,20160815~201608213,20160815,20160821,2016-08-17,저스틴 린,Justin Lin
4,20160815~20160821,20156250,인천상륙작전,20160815~201608214,20160815,20160821,2016-07-27,이재한,John H. LEE
1,20160808~20160814,20154910,터널,20160808~201608141,20160808,20160814,2016-08-10,김성훈,KIM Seong-hun
2,20160808~20160814,20150979,덕혜옹주,20160808~201608142,20160808,20160814,2016-08-03,허진호,HUR Jin-ho
3,20160808~20160814,20156250,인천상륙작전,20160808~201608143,20160808,20160814,2016-07-27,이재한,John H. LEE
4,20160808~20160814,20156564,부산행,20160808~201608144,20160808,20160814,2016-07-20,연상호,YEON Sang-ho
1,20160801~20160807,20156250,인천상륙작전,20160801~201608071,20160801,20160807,2016-07-27,이재한,John H. LEE
2,20160801~20160807,20150979,덕혜옹주,20160801~201608072,20160801,20160807,2016-08-03,허진호,HUR Jin-ho
3,20160801~20160807,20156564,부산행,20160801~201608073,20160801,20160807,2016-07-20,연상호,YEON Sang-ho
4,20160801~20160807,20152963,수어사이드 스쿼드,20160801~201608074,20160801,20160807,2016-08-03,데이비드 에이어,David Ayer
1,20160725~20160731,20156564,부산행,20160725~201607311,20160725,20160731,2016-07-20,연상호,YEON Sang-ho
2,20160725~20160731,20156250,인천상륙작전,20160725~201607312,20160725,20160731,2016-07-27,이재한,John H. LEE
3,20160725~20160731,20161907,제이슨 본,20160725~201607313,20160725,20160731,2016-07-27,폴 그린그래스,Paul Greengrass
4,20160725~20160731,20159058,도리를 찾아서,20160725~201607314,20160725,20160731,2016-07-06,앤드류 스탠튼,Andrew Stanton
1,20160718~20160724,20156564,부산행,20160718~201607241,20160718,20160724,2016-07-20,연상호,YEON Sang-ho
2,20160718~20160724,20150203,나우 유 씨 미 2,20160718~201607242,20160718,20160724,2016-07-13,존 추,Jon Chu
3,20160718~20160724,20159058,도리를 찾아서,20160718~201607243,20160718,20160724,2016-07-06,앤드류 스탠튼,Andrew Stanton
4,20160718~20160724,20161286,아이스 에이지: 지구 대충돌,20160718~201607244,20160718,20160724,2016-07-20,마이크 트메이어,Mike Thurmeier
1,20160711~20160717,20150203,나우 유 씨 미 2,20160711~201607171,20160711,20160717,2016-07-13,존 추,Jon Chu
2,20160711~20160717,20159644,봉이 김선달,20160711~201607172,20160711,20160717,2016-07-06,박대민,PARK Dae-min
3,20160711~20160717,20159058,도리를 찾아서,20160711~201607173,20160711,20160717,2016-07-06,앤드류 스탠튼,Andrew Stanton
4,20160711~20160717,20156564,부산행,20160711~201607174,20160711,20160717,2016-07-20,연상호,YEON Sang-ho
1,20160704~20160710,20159644,봉이 김선달,20160704~201607101,20160704,20160710,2016-07-06,박대민,PARK Dae-min
2,20160704~20160710,20159058,도리를 찾아서,20160704~201607102,20160704,20160710,2016-07-06,앤드류 스탠튼,Andrew Stanton
3,20160704~20160710,20150972,굿바이 싱글,20160704~201607103,20160704,20160710,2016-06-29,김태곤,KIM Tae-gon
4,20160704~20160710,20163661,레전드 오브 타잔,20160704~201607104,20160704,20160710,2016-06-29,데이빗 예이츠,David Yates
1,20160627~20160703,20150972,굿바이 싱글,20160627~201607031,20160627,20160703,2016-06-29,김태곤,KIM Tae-gon
2,20160627~20160703,20163661,레전드 오브 타잔,20160627~201607032,20160627,20160703,2016-06-29,데이빗 예이츠,David Yates
3,20160627~20160703,20154906,사냥,20160627~201607033,20160627,20160703,2016-06-29,이우철,LEE Woo-chul
4,20160627~20160703,20150782,인디펜던스 데이 : 리써전스,20160627~201607034,20160627,20160703,2016-06-22,롤랜드 에머리히,Roland Emmerich
1,20160620~20160626,20150782,인디펜던스 데이 : 리써전스,20160620~201606261,20160620,20160626,2016-06-22,롤랜드 에머리히,Roland Emmerich
2,20160620~20160626,20162967,정글북,20160620~201606262,20160620,20160626,2016-06-09,존 파브로,Jon Favreau
3,20160620~20160626,20159645,특별수사: 사형수의 편지,20160620~201606263,20160620,20160626,2016-06-16,권종관,KWON Jong-kwan
4,20160620~20160626,20162941,컨저링 2,20160620~201606264,20160620,20160626,2016-06-09,제임스 완,James Wan
1,20160613~20160619,20162967,정글북,20160613~201606191,20160613,20160619,2016-06-09,존 파브로,Jon Favreau
2,20160613~20160619,20162941,컨저링 2,20160613~201606192,20160613,20160619,2016-06-09,제임스 완,James Wan
3,20160613~20160619,20144444,아가씨,20160613~201606193,20160613,20160619,2016-06-01,박찬욱,PARK Chan-wook
4,20160613~20160619,20159645,특별수사: 사형수의 편지,20160613~201606194,20160613,20160619,2016-06-16,권종관,KWON Jong-kwan
1,20160606~20160612,20144444,아가씨,20160606~201606121,20160606,20160612,2016-06-01,박찬욱,PARK Chan-wook
2,20160606~20160612,20162967,정글북,20160606~201606122,20160606,20160612,2016-06-09,존 파브로,Jon Favreau
3,20160606~20160612,20158150,워크래프트: 전쟁의 서막,20160606~201606123,20160606,20160612,2016-06-09,던칸 존스,Duncan Jones
4,20160606~20160612,20162941,컨저링 2,20160606~201606124,20160606,20160612,2016-06-09,제임스 완,James Wan
1,20160530~20160605,20144444,아가씨,20160530~201606051,20160530,20160605,2016-06-01,박찬욱,PARK Chan-wook
2,20160530~20160605,20150523,엑스맨: 아포칼립스,20160530~201606052,20160530,20160605,2016-05-25,브라이언 싱어,Bryan Singer
3,20160530~20160605,20140194,곡성,20160530~201606053,20160530,20160605,2016-05-12,나홍진,NA Hong-jin
4,20160530~20160605,20163215,미 비포 유,20160530~201606054,20160530,20160605,2016-06-01,테아 샤록,Thea SHARROCK
1,20160523~20160529,20150523,엑스맨: 아포칼립스,20160523~201605291,20160523,20160529,2016-05-25,브라이언 싱어,Bryan Singer
2,20160523~20160529,20140194,곡성,20160523~201605292,20160523,20160529,2016-05-12,나홍진,NA Hong-jin
3,20160523~20160529,20156207,앵그리버드 더 무비,20160523~201605293,20160523,20160529,2016-05-19,퍼갈 레일리,Fergal Reilly
4,20160523~20160529,20163018,싱 스트리트,20160523~201605294,20160523,20160529,2016-05-19,존 카니,John Carney
1,20160516~20160522,20140194,곡성,20160516~201605221,20160516,20160522,2016-05-12,나홍진,NA Hong-jin
2,20160516~20160522,20159364,캡틴 아메리카: 시빌 워,20160516~201605222,20160516,20160522,2016-04-27,안소니 루소,Anthony Russo
3,20160516~20160522,20156207,앵그리버드 더 무비,20160516~201605223,20160516,20160522,2016-05-19,퍼갈 레일리,Fergal Reilly
4,20160516~20160522,20156559,계춘할망,20160516~201605224,20160516,20160522,2016-05-19,창,CHANG
1,20160509~20160515,20140194,곡성,20160509~201605151,20160509,20160515,2016-05-12,나홍진,NA Hong-jin
2,20160509~20160515,20159364,캡틴 아메리카: 시빌 워,20160509~201605152,20160509,20160515,2016-04-27,안소니 루소,Anthony Russo
